reward,pooling_nodes,dataset,num_layers,K,pooling_edges,seed,conv,id,pool
0.7310344827586207,0.4,Mutagenicity,5,3,1,99,LiCheb,r6LOA,LookHops
0.35,0.4,ENZYMES,5,3,1,99,LiCheb,ChJds,LookHops
0.6367816091954023,0.4,FRANKENSTEIN,5,3,1,99,LiCheb,sUC0K,LookHops
0.7310924369747899,0.4,DD,5,3,1,110,LiCheb,FcvRU,LookHops
0.6551724137931034,0.4,FRANKENSTEIN,5,3,1,110,LiCheb,CxRYB,LookHops
0.7469586374695864,0.4,NCI1,5,3,1,110,LiCheb,nPYMp,LookHops
0.7415458937198067,0.4,NCI109,5,3,1,110,LiCheb,vdAlM,LookHops
0.7954022988505747,0.4,Mutagenicity,5,3,1,110,LiCheb,cAcKw,LookHops
0.26666666666666666,0.4,ENZYMES,5,3,1,110,LiCheb,BUAQY,LookHops
0.6482758620689655,0.4,FRANKENSTEIN,5,3,1,110,LiCheb,J7Lu1,LookHops
0.680672268907563,0.5,DD,5,3,1,11,LiCheb,u8UuF,LookHops
0.639080459770115,0.5,FRANKENSTEIN,5,3,1,11,LiCheb,lUnoJ,LookHops
0.7226277372262774,0.5,NCI1,5,3,1,11,LiCheb,gnv5X,LookHops
0.7632850241545893,0.5,NCI109,5,3,1,11,LiCheb,WYyXC,LookHops
0.7540229885057471,0.5,Mutagenicity,5,3,1,11,LiCheb,AVSGn,LookHops
0.45,0.5,ENZYMES,5,3,1,11,LiCheb,KU8Tp,LookHops
0.6459770114942529,0.5,FRANKENSTEIN,5,3,1,11,LiCheb,yD4el,LookHops
0.773109243697479,0.5,DD,5,3,1,22,LiCheb,y1Ixj,LookHops
0.6344827586206897,0.5,FRANKENSTEIN,5,3,1,22,LiCheb,guGpO,LookHops
0.754257907542579,0.5,NCI1,5,3,1,22,LiCheb,pR3hy,LookHops
0.6521739130434783,0.5,NCI109,5,3,1,22,LiCheb,Oj50y,LookHops
0.7448275862068966,0.5,Mutagenicity,5,3,1,22,LiCheb,oXkjS,LookHops
0.2833333333333333,0.5,ENZYMES,5,3,1,22,LiCheb,oI1s6,LookHops
0.6344827586206897,0.5,FRANKENSTEIN,5,3,1,22,LiCheb,V25lh,LookHops
0.7394957983193278,0.5,DD,5,3,1,33,LiCheb,AiKVN,LookHops
0.639080459770115,0.5,FRANKENSTEIN,5,3,1,33,LiCheb,VCpOD,LookHops
0.708029197080292,0.5,NCI1,5,3,1,33,LiCheb,TQKe5,LookHops
0.7246376811594203,0.5,NCI109,5,3,1,33,LiCheb,IqQ5C,LookHops
0.7448275862068966,0.5,Mutagenicity,5,3,1,33,LiCheb,uCk8K,LookHops
0.26666666666666666,0.5,ENZYMES,5,3,1,33,LiCheb,pfzDg,LookHops
0.6022988505747127,0.5,FRANKENSTEIN,5,3,1,33,LiCheb,ytEoV,LookHops
0.7563025210084033,0.5,DD,5,3,1,44,LiCheb,ykqJD,LookHops
0.6091954022988506,0.5,FRANKENSTEIN,5,3,1,44,LiCheb,ZGJTu,LookHops
0.7445255474452555,0.5,NCI1,5,3,1,44,LiCheb,eMRpH,LookHops
0.7995169082125604,0.5,NCI109,5,3,1,44,LiCheb,yxZ4o,LookHops
0.7977011494252874,0.5,Mutagenicity,5,3,1,44,LiCheb,muQaf,LookHops
0.36666666666666664,0.5,ENZYMES,5,3,1,44,LiCheb,lTv5l,LookHops
0.6137931034482759,0.5,FRANKENSTEIN,5,3,1,44,LiCheb,KbQMa,LookHops
0.6974789915966386,0.5,DD,5,3,1,55,LiCheb,U1GQl,LookHops
0.5816091954022988,0.5,FRANKENSTEIN,5,3,1,55,LiCheb,emoQZ,LookHops
0.7712895377128953,0.5,NCI1,5,3,1,55,LiCheb,aUQKJ,LookHops
0.7536231884057971,0.5,NCI109,5,3,1,55,LiCheb,U0dIx,LookHops
0.7425287356321839,0.5,Mutagenicity,5,3,1,55,LiCheb,rNGsv,LookHops
0.2833333333333333,0.5,ENZYMES,5,3,1,55,LiCheb,JxAFb,LookHops
0.5885057471264368,0.5,FRANKENSTEIN,5,3,1,55,LiCheb,zZ1dj,LookHops
0.8487394957983193,0.5,DD,5,3,1,66,LiCheb,PKyVk,LookHops
0.6528735632183909,0.5,FRANKENSTEIN,5,3,1,66,LiCheb,wH4hz,LookHops
0.7420924574209246,0.5,NCI1,5,3,1,66,LiCheb,YrNTA,LookHops
0.7028985507246377,0.5,NCI109,5,3,1,66,LiCheb,PERZx,LookHops
0.7908045977011494,0.5,Mutagenicity,5,3,1,66,LiCheb,BRZvy,LookHops
0.4666666666666667,0.5,ENZYMES,5,3,1,66,LiCheb,KlkzW,LookHops
0.6482758620689655,0.5,FRANKENSTEIN,5,3,1,66,LiCheb,k3dWL,LookHops
0.6974789915966386,0.5,DD,5,3,1,77,LiCheb,VhSHi,LookHops
0.5908045977011495,0.5,FRANKENSTEIN,5,3,1,77,LiCheb,wvhTe,LookHops
0.7615571776155717,0.5,NCI1,5,3,1,77,LiCheb,xKWJj,LookHops
0.6859903381642513,0.5,NCI109,5,3,1,77,LiCheb,x3oUR,LookHops
0.7931034482758621,0.5,Mutagenicity,5,3,1,77,LiCheb,gEXMN,LookHops
0.4,0.5,ENZYMES,5,3,1,77,LiCheb,VGoaT,LookHops
0.5954022988505747,0.5,FRANKENSTEIN,5,3,1,77,LiCheb,nVZ7U,LookHops
0.7983193277310925,0.5,DD,5,3,1,88,LiCheb,mm8Py,LookHops
0.639080459770115,0.5,FRANKENSTEIN,5,3,1,88,LiCheb,P3oC6,LookHops
0.708029197080292,0.5,NCI1,5,3,1,88,LiCheb,vxywZ,LookHops
0.7536231884057971,0.5,NCI109,5,3,1,88,LiCheb,WPFL8,LookHops
0.7080459770114943,0.5,Mutagenicity,5,3,1,88,LiCheb,CVfIc,LookHops
0.2833333333333333,0.5,ENZYMES,5,3,1,88,LiCheb,RZvG3,LookHops
0.6367816091954023,0.5,FRANKENSTEIN,5,3,1,88,LiCheb,VRHqt,LookHops
0.7899159663865546,0.5,DD,5,3,1,99,LiCheb,Tr5Gg,LookHops
0.6413793103448275,0.5,FRANKENSTEIN,5,3,1,99,LiCheb,mpEPG,LookHops
0.7031630170316302,0.5,NCI1,5,3,1,99,LiCheb,AbKtf,LookHops
0.7608695652173914,0.5,NCI109,5,3,1,99,LiCheb,xQ78w,LookHops
0.7885057471264367,0.5,Mutagenicity,5,3,1,99,LiCheb,JmQKW,LookHops
0.2,0.5,ENZYMES,5,3,1,99,LiCheb,OBDhM,LookHops
0.6367816091954023,0.5,FRANKENSTEIN,5,3,1,99,LiCheb,UTCRg,LookHops
0.7647058823529411,0.5,DD,5,3,1,110,LiCheb,Nlamr,LookHops
0.6620689655172414,0.5,FRANKENSTEIN,5,3,1,110,LiCheb,DjxKf,LookHops
0.7566909975669099,0.5,NCI1,5,3,1,110,LiCheb,Xc5dE,LookHops
0.7198067632850241,0.5,NCI109,5,3,1,110,LiCheb,YfNab,LookHops
0.7977011494252874,0.5,Mutagenicity,5,3,1,110,LiCheb,PI91d,LookHops
0.35,0.5,ENZYMES,5,3,1,110,LiCheb,B1v2x,LookHops
0.6597701149425287,0.5,FRANKENSTEIN,5,3,1,110,LiCheb,iTTGm,LookHops
0.7142857142857143,0.6,DD,5,3,1,11,LiCheb,uMGBy,LookHops
0.664367816091954,0.6,FRANKENSTEIN,5,3,1,11,LiCheb,ac5Ay,LookHops
0.7250608272506083,0.6,NCI1,5,3,1,11,LiCheb,QtJvO,LookHops
0.7657004830917874,0.6,NCI109,5,3,1,11,LiCheb,P6IpD,LookHops
0.7655172413793103,0.6,Mutagenicity,5,3,1,11,LiCheb,y9rH9,LookHops
0.5,0.6,ENZYMES,5,3,1,11,LiCheb,ML0Dd,LookHops
0.671264367816092,0.6,FRANKENSTEIN,5,3,1,11,LiCheb,x9Ot6,LookHops
0.7899159663865546,0.6,DD,5,3,1,22,LiCheb,Zry54,LookHops
0.6574712643678161,0.6,FRANKENSTEIN,5,3,1,22,LiCheb,SkE6T,LookHops
0.7469586374695864,0.6,NCI1,5,3,1,22,LiCheb,mX0fD,LookHops
0.717391304347826,0.6,NCI109,5,3,1,22,LiCheb,gv2Ny,LookHops
0.7908045977011494,0.6,Mutagenicity,5,3,1,22,LiCheb,b7qhm,LookHops
0.31666666666666665,0.6,ENZYMES,5,3,1,22,LiCheb,kX958,LookHops
0.6758620689655173,0.6,FRANKENSTEIN,5,3,1,22,LiCheb,Gt42u,LookHops
0.7983193277310925,0.6,DD,5,3,1,33,LiCheb,vzCis,LookHops
0.6482758620689655,0.6,FRANKENSTEIN,5,3,1,33,LiCheb,otfJT,LookHops
0.7493917274939172,0.6,NCI1,5,3,1,33,LiCheb,ouoRp,LookHops
0.7270531400966184,0.6,NCI109,5,3,1,33,LiCheb,p1rcm,LookHops
0.7908045977011494,0.6,Mutagenicity,5,3,1,33,LiCheb,dMH78,LookHops
0.3333333333333333,0.6,ENZYMES,5,3,1,33,LiCheb,zRZsa,LookHops
0.6528735632183909,0.6,FRANKENSTEIN,5,3,1,33,LiCheb,MklL1,LookHops
0.773109243697479,0.6,DD,5,3,1,44,LiCheb,Qd0mA,LookHops
0.6183908045977011,0.6,FRANKENSTEIN,5,3,1,44,LiCheb,Ag4OX,LookHops
0.7493917274939172,0.6,NCI1,5,3,1,44,LiCheb,Her3Q,LookHops
0.7415458937198067,0.6,NCI109,5,3,1,44,LiCheb,WUgHj,LookHops
0.8390804597701149,0.6,Mutagenicity,5,3,1,44,LiCheb,Qwb2h,LookHops
0.3333333333333333,0.6,ENZYMES,5,3,1,44,LiCheb,Tf0eq,LookHops
0.6160919540229886,0.6,FRANKENSTEIN,5,3,1,44,LiCheb,psAVx,LookHops
0.6890756302521008,0.6,DD,5,3,1,55,LiCheb,ggslt,LookHops
0.6160919540229886,0.6,FRANKENSTEIN,5,3,1,55,LiCheb,ML0hW,LookHops
0.8029197080291971,0.6,NCI1,5,3,1,55,LiCheb,s43x3,LookHops
0.7608695652173914,0.6,NCI109,5,3,1,55,LiCheb,E0X0g,LookHops
0.8068965517241379,0.6,Mutagenicity,5,3,1,55,LiCheb,ALtv9,LookHops
0.4166666666666667,0.6,ENZYMES,5,3,1,55,LiCheb,UUNtc,LookHops
0.6229885057471264,0.6,FRANKENSTEIN,5,3,1,55,LiCheb,l5QMd,LookHops
0.8235294117647058,0.6,DD,5,3,1,66,LiCheb,sZmR1,LookHops
0.639080459770115,0.6,FRANKENSTEIN,5,3,1,66,LiCheb,OErre,LookHops
0.732360097323601,0.6,NCI1,5,3,1,66,LiCheb,yOaal,LookHops
0.7342995169082126,0.6,NCI109,5,3,1,66,LiCheb,BYPFj,LookHops
0.7793103448275862,0.6,Mutagenicity,5,3,1,66,LiCheb,qFgZQ,LookHops
0.4666666666666667,0.6,ENZYMES,5,3,1,66,LiCheb,NoCsa,LookHops
0.6413793103448275,0.6,FRANKENSTEIN,5,3,1,66,LiCheb,ymDvG,LookHops
0.7478991596638656,0.6,DD,5,3,1,77,LiCheb,Bey1r,LookHops
0.6597701149425287,0.6,FRANKENSTEIN,5,3,1,77,LiCheb,hbLud,LookHops
0.7761557177615572,0.6,NCI1,5,3,1,77,LiCheb,hnbGL,LookHops
0.7077294685990339,0.6,NCI109,5,3,1,77,LiCheb,onWKe,LookHops
0.7701149425287356,0.6,Mutagenicity,5,3,1,77,LiCheb,G7Zf9,LookHops
0.35,0.6,ENZYMES,5,3,1,77,LiCheb,bfgts,LookHops
0.6183908045977011,0.6,FRANKENSTEIN,5,3,1,77,LiCheb,Y76S1,LookHops
0.7983193277310925,0.6,DD,5,3,1,88,LiCheb,IKNvL,LookHops
0.6528735632183909,0.6,FRANKENSTEIN,5,3,1,88,LiCheb,QUqZ1,LookHops
0.7688564476885644,0.6,NCI1,5,3,1,88,LiCheb,mIx3Y,LookHops
0.785024154589372,0.6,NCI109,5,3,1,88,LiCheb,oDAM2,LookHops
0.7402298850574712,0.6,Mutagenicity,5,3,1,88,LiCheb,guuxU,LookHops
0.2833333333333333,0.6,ENZYMES,5,3,1,88,LiCheb,HSPpv,LookHops
0.6597701149425287,0.6,FRANKENSTEIN,5,3,1,88,LiCheb,nZnjz,LookHops
0.7478991596638656,0.6,DD,5,3,1,99,LiCheb,jwykc,LookHops
0.6505747126436782,0.6,FRANKENSTEIN,5,3,1,99,LiCheb,nT30G,LookHops
0.6690997566909975,0.6,NCI1,5,3,1,99,LiCheb,I42uc,LookHops
0.7198067632850241,0.6,NCI109,5,3,1,99,LiCheb,dSVjJ,LookHops
0.7724137931034483,0.6,Mutagenicity,5,3,1,99,LiCheb,tyagz,LookHops
0.25,0.6,ENZYMES,5,3,1,99,LiCheb,wsK0D,LookHops
0.6344827586206897,0.6,FRANKENSTEIN,5,3,1,99,LiCheb,mfTEF,LookHops
0.773109243697479,0.6,DD,5,3,1,110,LiCheb,XUS0r,LookHops
0.6482758620689655,0.6,FRANKENSTEIN,5,3,1,110,LiCheb,m9KTo,LookHops
0.7834549878345499,0.6,NCI1,5,3,1,110,LiCheb,KhiTD,LookHops
0.7463768115942029,0.6,NCI109,5,3,1,110,LiCheb,NUEiJ,LookHops
0.7770114942528735,0.6,Mutagenicity,5,3,1,110,LiCheb,meKck,LookHops
0.3333333333333333,0.6,ENZYMES,5,3,1,110,LiCheb,jtZ23,LookHops
0.6436781609195402,0.6,FRANKENSTEIN,5,3,1,110,LiCheb,tTRyL,LookHops
0.6974789915966386,0.7,DD,5,3,1,11,LiCheb,zeeKj,LookHops
0.6091954022988506,0.7,FRANKENSTEIN,5,3,1,11,LiCheb,YR45H,LookHops
0.7250608272506083,0.7,NCI1,5,3,1,11,LiCheb,uzwNF,LookHops
0.7198067632850241,0.7,NCI109,5,3,1,11,LiCheb,Hp3fd,LookHops
0.735632183908046,0.7,Mutagenicity,5,3,1,11,LiCheb,SaQWv,LookHops
0.31666666666666665,0.7,ENZYMES,5,3,1,11,LiCheb,iAKAW,LookHops
0.6275862068965518,0.7,FRANKENSTEIN,5,3,1,11,LiCheb,y8Ch1,LookHops
0.7815126050420168,0.7,DD,5,3,1,22,LiCheb,Lhz8P,LookHops
0.6781609195402298,0.7,FRANKENSTEIN,5,3,1,22,LiCheb,XEkoB,LookHops
0.7737226277372263,0.7,NCI1,5,3,1,22,LiCheb,YEcYi,LookHops
0.7342995169082126,0.7,NCI109,5,3,1,22,LiCheb,kDm6h,LookHops
0.7770114942528735,0.7,Mutagenicity,5,3,1,22,LiCheb,tHc5i,LookHops
0.38333333333333336,0.7,ENZYMES,5,3,1,22,LiCheb,A7ZCP,LookHops
0.664367816091954,0.7,FRANKENSTEIN,5,3,1,22,LiCheb,ITiDN,LookHops
0.7394957983193278,0.7,DD,5,3,1,33,LiCheb,nQk9v,LookHops
0.6574712643678161,0.7,FRANKENSTEIN,5,3,1,33,LiCheb,D1MnB,LookHops
0.732360097323601,0.7,NCI1,5,3,1,33,LiCheb,YkXZK,LookHops
0.7246376811594203,0.7,NCI109,5,3,1,33,LiCheb,OwUPr,LookHops
0.7816091954022989,0.7,Mutagenicity,5,3,1,33,LiCheb,tLyJx,LookHops
0.23333333333333334,0.7,ENZYMES,5,3,1,33,LiCheb,knjfR,LookHops
0.6413793103448275,0.7,FRANKENSTEIN,5,3,1,33,LiCheb,SVpXu,LookHops
0.773109243697479,0.7,DD,5,3,1,44,LiCheb,OX76S,LookHops
0.6137931034482759,0.7,FRANKENSTEIN,5,3,1,44,LiCheb,Zfp6b,LookHops
0.7858880778588808,0.7,NCI1,5,3,1,44,LiCheb,HyZRf,LookHops
0.7753623188405797,0.7,NCI109,5,3,1,44,LiCheb,uLcO3,LookHops
0.8229885057471265,0.7,Mutagenicity,5,3,1,44,LiCheb,MGthj,LookHops
0.38333333333333336,0.7,ENZYMES,5,3,1,44,LiCheb,LS6xi,LookHops
0.6,0.7,FRANKENSTEIN,5,3,1,44,LiCheb,gFbeg,LookHops
0.7310924369747899,0.7,DD,5,3,1,55,LiCheb,GU1FW,LookHops
0.632183908045977,0.7,FRANKENSTEIN,5,3,1,55,LiCheb,sbeDY,LookHops
0.7785888077858881,0.7,NCI1,5,3,1,55,LiCheb,H3gnH,LookHops
0.751207729468599,0.7,NCI109,5,3,1,55,LiCheb,lEI9u,LookHops
0.7977011494252874,0.7,Mutagenicity,5,3,1,55,LiCheb,Ncr9z,LookHops
0.3,0.7,ENZYMES,5,3,1,55,LiCheb,rf2cB,LookHops
0.6298850574712643,0.7,FRANKENSTEIN,5,3,1,55,LiCheb,FGTG6,LookHops
0.8487394957983193,0.7,DD,5,3,1,66,LiCheb,gh1Rp,LookHops
0.6298850574712643,0.7,FRANKENSTEIN,5,3,1,66,LiCheb,vWKKe,LookHops
0.7664233576642335,0.7,NCI1,5,3,1,66,LiCheb,CbyWr,LookHops
0.7367149758454107,0.7,NCI109,5,3,1,66,LiCheb,OUoFk,LookHops
0.7724137931034483,0.7,Mutagenicity,5,3,1,66,LiCheb,MZa2Z,LookHops
0.3333333333333333,0.7,ENZYMES,5,3,1,66,LiCheb,m55Ix,LookHops
0.6574712643678161,0.7,FRANKENSTEIN,5,3,1,66,LiCheb,twf7A,LookHops
0.7226890756302521,0.7,DD,5,3,1,77,LiCheb,eopEd,LookHops
0.6574712643678161,0.7,FRANKENSTEIN,5,3,1,77,LiCheb,bROzq,LookHops
0.8126520681265207,0.7,NCI1,5,3,1,77,LiCheb,ZsyTl,LookHops
0.7367149758454107,0.7,NCI109,5,3,1,77,LiCheb,BVA6m,LookHops
0.7632183908045977,0.7,Mutagenicity,5,3,1,77,LiCheb,cZJo7,LookHops
0.3333333333333333,0.7,ENZYMES,5,3,1,77,LiCheb,SyCg8,LookHops
0.6528735632183909,0.7,FRANKENSTEIN,5,3,1,77,LiCheb,gkOyr,LookHops
0.8151260504201681,0.7,DD,5,3,1,88,LiCheb,l6IzB,LookHops
0.6551724137931034,0.7,FRANKENSTEIN,5,3,1,88,LiCheb,Wl8En,LookHops
0.754257907542579,0.7,NCI1,5,3,1,88,LiCheb,sziAO,LookHops
0.7391304347826086,0.7,NCI109,5,3,1,88,LiCheb,iKNIg,LookHops
0.7195402298850575,0.7,Mutagenicity,5,3,1,88,LiCheb,ndYrb,LookHops
0.23333333333333334,0.7,ENZYMES,5,3,1,88,LiCheb,bFOHn,LookHops
0.6597701149425287,0.7,FRANKENSTEIN,5,3,1,88,LiCheb,Cpz4f,LookHops
0.7478991596638656,0.7,DD,5,3,1,99,LiCheb,k7CS1,LookHops
0.6574712643678161,0.7,FRANKENSTEIN,5,3,1,99,LiCheb,TQuls,LookHops
0.708029197080292,0.7,NCI1,5,3,1,99,LiCheb,zqn5C,LookHops
0.7270531400966184,0.7,NCI109,5,3,1,99,LiCheb,pDnHZ,LookHops
0.7908045977011494,0.7,Mutagenicity,5,3,1,99,LiCheb,fdlem,LookHops
0.26666666666666666,0.7,ENZYMES,5,3,1,99,LiCheb,d4ix5,LookHops
0.671264367816092,0.7,FRANKENSTEIN,5,3,1,99,LiCheb,WJXwy,LookHops
0.7478991596638656,0.7,DD,5,3,1,110,LiCheb,PhUQj,LookHops
0.6597701149425287,0.7,FRANKENSTEIN,5,3,1,110,LiCheb,c0co9,LookHops
0.7712895377128953,0.7,NCI1,5,3,1,110,LiCheb,HGULa,LookHops
0.7632850241545893,0.7,NCI109,5,3,1,110,LiCheb,j0V4B,LookHops
0.7816091954022989,0.7,Mutagenicity,5,3,1,110,LiCheb,ejGpc,LookHops
0.4,0.7,ENZYMES,5,3,1,110,LiCheb,UXILx,LookHops
0.664367816091954,0.7,FRANKENSTEIN,5,3,1,110,LiCheb,vkBPH,LookHops
0.6974789915966386,0.8,DD,5,3,1,11,LiCheb,KCbQT,LookHops
0.6298850574712643,0.8,FRANKENSTEIN,5,3,1,11,LiCheb,Oecg9,LookHops
0.7469586374695864,0.8,NCI1,5,3,1,11,LiCheb,IK8A4,LookHops
0.7729468599033816,0.8,NCI109,5,3,1,11,LiCheb,D11Rm,LookHops
0.7839080459770115,0.8,Mutagenicity,5,3,1,11,LiCheb,AOwSK,LookHops
0.4166666666666667,0.8,ENZYMES,5,3,1,11,LiCheb,wmZYy,LookHops
0.6413793103448275,0.8,FRANKENSTEIN,5,3,1,11,LiCheb,sIzPP,LookHops
0.7899159663865546,0.8,DD,5,3,1,22,LiCheb,YH5Ih,LookHops
0.6482758620689655,0.8,FRANKENSTEIN,5,3,1,22,LiCheb,Ysf2n,LookHops
0.7445255474452555,0.8,NCI1,5,3,1,22,LiCheb,AQCfN,LookHops
0.7198067632850241,0.8,NCI109,5,3,1,22,LiCheb,GLc3l,LookHops
0.7862068965517242,0.8,Mutagenicity,5,3,1,22,LiCheb,fkFg4,LookHops
0.38333333333333336,0.8,ENZYMES,5,3,1,22,LiCheb,j9FCv,LookHops
0.6735632183908046,0.8,FRANKENSTEIN,5,3,1,22,LiCheb,q7P2D,LookHops
0.6974789915966386,0.8,DD,5,3,1,33,LiCheb,X5tro,LookHops
0.6459770114942529,0.8,FRANKENSTEIN,5,3,1,33,LiCheb,mWOKf,LookHops
0.7396593673965937,0.8,NCI1,5,3,1,33,LiCheb,HDBsA,LookHops
0.7463768115942029,0.8,NCI109,5,3,1,33,LiCheb,uwhka,LookHops
0.7793103448275862,0.8,Mutagenicity,5,3,1,33,LiCheb,hwuVV,LookHops
0.25,0.8,ENZYMES,5,3,1,33,LiCheb,BU9Zx,LookHops
0.6574712643678161,0.8,FRANKENSTEIN,5,3,1,33,LiCheb,p7KeK,LookHops
0.8151260504201681,0.8,DD,5,3,1,44,LiCheb,JaRvM,LookHops
0.5862068965517241,0.8,FRANKENSTEIN,5,3,1,44,LiCheb,sUA0T,LookHops
0.782608695652174,0.8,NCI109,5,3,1,44,LiCheb,d73jp,LookHops
0.8229885057471265,0.8,Mutagenicity,5,3,1,44,LiCheb,UhZIw,LookHops
0.55,0.8,ENZYMES,5,3,1,44,LiCheb,xOm9h,LookHops
0.5839080459770115,0.8,FRANKENSTEIN,5,3,1,44,LiCheb,xgDct,LookHops
0.7058823529411765,0.8,DD,5,3,1,55,LiCheb,KwFZm,LookHops
0.6413793103448275,0.8,FRANKENSTEIN,5,3,1,55,LiCheb,H3sI8,LookHops
0.7712895377128953,0.8,NCI1,5,3,1,55,LiCheb,s1Vno,LookHops
